Destination Port,Flow Duration,Total Fwd Packets,Total Length of Fwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,PSH Flag Count,ACK Flag Count,Average Packet Size,Subflow Fwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Max,Active Min,Idle Mean,Idle Max,Idle Min,Label
22,12013543,21,2008,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,395.6368242,4.411687709,231029.6731,627507.497,2447641,3,10600000,529920.35,936712.515,2519621,799,12000000,387529.6452,778989.4368,2447641,3,680,1032,1.748027206,2.663660504,0,976,88.01851852,189.5902723,35944.47135,0,1,0,89.67924528,2008,29200,247,16,32,0.0,0,0,0.0,0,0,BruteForce
21,427,2,14,14,0,7.0,9.899494937,0,0,0.0,0.0,32786.88525,7025.761124,213.5,201.5254326,356,71,427,427.0,0.0,427,427,0,0.0,0.0,0,0,64,20,4683.840749,2341.920375,0,14,7.0,8.082903769,65.33333333,0,0,1,9.333333333,14,229,0,0,32,0.0,0,0,0.0,0,0,BruteForce
21,225,2,14,14,0,7.0,9.899494937,0,0,0.0,0.0,62222.22222,13333.33333,112.5,50.20458146,148,77,225,225.0,0.0,225,225,0,0.0,0.0,0,0,64,20,8888.888889,4444.444444,0,14,7.0,8.082903769,65.33333333,0,0,1,9.333333333,14,229,0,0,32,0.0,0,0,0.0,0,0,BruteForce
21,312,2,14,14,0,7.0,9.899494937,0,0,0.0,0.0,44871.79487,9615.384615,156.0,70.71067812,206,106,312,312.0,0.0,312,312,0,0.0,0.0,0,0,64,20,6410.25641,3205.128205,0,14,7.0,8.082903769,65.33333333,0,0,1,9.333333333,14,229,0,0,32,0.0,0,0,0.0,0,0,BruteForce
22,11428980,21,2024,640,0,96.38095238,140.1821944,976,0,85.78125,220.240592,417.2725825,4.637334215,219788.0769,598327.1293,2204753,3,9269203,463460.15,828029.2355,2259178,530,11400000,368671.5161,742944.7613,2204753,3,680,1032,1.837434312,2.799899904,0,976,88.31481481,189.6409541,35963.69147,0,1,0,89.98113208,2024,29200,257,16,32,0.0,0,0,0.0,0,0,BruteForce
21,9918740,9,106,23,0,11.77777778,9.417772796,34,0,12.53333333,14.54975045,29.64086164,2.419662175,431249.5652,1124328.112,3536582,3,6336574,792071.75,1468622.948,3368417,4,9918620,708472.8571,1388443.816,3536582,3,296,488,0.907373316,1.512288859,0,34,11.76,12.61705195,159.19,0,1,0,12.25,106,29200,227,6,32,0.0,0,0,0.0,0,0,BruteForce
22,12257226,24,2280,640,0,95.0,138.57034,976,0,106.3142857,259.8717751,489.5887536,4.813487163,211331.4828,591067.0463,2355995,1,10600000,462094.0,857192.7472,2400995,1,12300000,360502.2353,740429.0058,2355995,3,788,1140,1.958028676,2.855458486,0,976,100.0166667,215.8848164,46606.25395,0,1,0,101.7118644,2280,29200,247,17,32,0.0,0,0,0.0,0,0,BruteForce
21,9769160,9,108,24,0,12.0,9.733961167,34,0,12.53333333,14.54975045,30.29943209,2.45671071,424746.087,1110929.265,3640601,10,7143655,892956.875,1640634.929,3682139,220,9769052,697789.4286,1372379.104,3640601,13,296,488,0.921266516,1.535444194,0,34,11.84,12.69737506,161.2233333,0,1,0,12.33333333,108,29200,227,6,32,0.0,0,0,0.0,0,0,BruteForce
21,9839986,9,114,25,0,12.66666667,10.47616342,34,0,12.53333333,14.54975045,30.69110058,2.43902786,427825.4783,1098782.474,3441505,3,6356718,794589.75,1434644.138,3178289,154,9839869,702847.7857,1354630.36,3441505,3,296,488,0.914635448,1.524392413,0,34,12.08,12.9,166.41,0,1,0,12.58333333,114,29200,227,6,32,0.0,0,0,0.0,0,0,BruteForce
21,241,2,14,14,0,7.0,9.899494937,0,0,0.0,0.0,58091.28631,12448.13278,120.5,101.1162697,192,49,241,241.0,0.0,241,241,0,0.0,0.0,0,0,64,20,8298.755187,4149.377593,0,14,7.0,8.082903769,65.33333333,0,0,1,9.333333333,14,229,0,0,32,0.0,0,0,0.0,0,0,BruteForce
21,9013841,9,107,26,0,11.88888889,9.701088141,34,0,12.53333333,14.54975045,32.7274466,2.662571927,391906.1304,1018717.66,3143734,3,5825132,728141.5,1348072.126,3035075,3,9013722,643837.2857,1257612.299,3143734,3,296,488,0.998464473,1.664107454,0,34,11.8,12.68857754,161.0,0,1,0,12.29166667,107,29200,227,6,32,0.0,0,0,0.0,0,0,BruteForce
21,9094874,9,114,27,0,12.66666667,10.52378259,34,0,12.53333333,14.54975045,33.20551775,2.638849092,395429.3043,1003645.134,3231509,1,5816405,727050.625,1284994.902,2937374,4,9094795,649628.2143,1235663.383,3231509,1,296,488,0.98956841,1.649280683,0,34,12.08,12.91291343,166.7433333,0,1,0,12.58333333,114,29200,227,6,32,0.0,0,0,0.0,0,0,BruteForce
22,12473795,21,2008,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,381.0388098,4.248907409,239880.6731,657515.8632,2742349,3,10700000,537368.65,962218.9633,2801899,523,12500000,402377.1613,816995.7694,2742349,3,680,1032,1.683529351,2.565378059,0,976,88.01851852,189.5902723,35944.47135,0,1,0,89.67924528,2008,29200,247,16,32,0.0,0,0,0.0,0,0,BruteForce
22,12707122,21,2008,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,374.0422103,4.170889364,244367.7308,663688.3822,2601671,4,10400000,518692.9,923084.2245,2664890,585,12700000,409902.9355,823891.1837,2601671,4,680,1032,1.652616541,2.518272824,0,976,88.01851852,189.5902723,35944.47135,0,1,0,89.67924528,2008,29200,247,16,32,0.0,0,0,0.0,0,0,BruteForce
21,9875798,9,102,22,0,11.33333333,9.055385138,34,0,12.53333333,14.54975045,29.36471564,2.430183363,429382.5217,1117159.329,3519827,3,6689081,836135.125,1548995.317,3560832,273,9875677,705405.5,1379278.392,3519827,3,296,488,0.911318761,1.518864602,0,34,11.6,12.52996409,157.0,0,1,0,12.08333333,102,29200,227,6,32,0.0,0,0,0.0,0,0,BruteForce
21,9559712,9,114,25,0,12.66666667,10.45227248,34,0,12.53333333,14.54975045,31.59090985,2.510535882,415639.6522,1086646.054,3553483,3,5963727,745465.875,1382860.862,3184735,4,9559594,682828.1429,1342316.521,3553483,3,296,488,0.941450956,1.569084926,0,34,12.08,12.89353843,166.2433333,0,1,0,12.58333333,114,29200,227,6,32,0.0,0,0,0.0,0,0,BruteForce
22,14405648,22,2008,640,0,91.27272727,138.1821372,976,0,85.78125,220.240592,329.9400346,3.748529743,271804.6792,736238.264,2488293,3,11900000,565560.5238,1019143.986,2521936,499,14400000,464695.9032,920384.8155,2488293,3,712,1032,1.527178784,2.221350959,0,976,86.41818182,188.2012015,35419.69226,0,1,0,88.01851852,2008,29200,247,16,32,0.0,0,0,0.0,0,0,BruteForce
22,11726902,21,2008,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,405.3073864,4.519522718,225517.3462,607288.9512,2236097,4,9819633,490981.65,863972.0216,2292981,311,11700000,378284.129,753220.0593,2236097,4,680,1032,1.790754284,2.728768433,0,976,88.01851852,189.5902723,35944.47135,0,1,0,89.67924528,2008,29200,247,16,32,0.0,0,0,0.0,0,0,BruteForce
21,9586848,9,105,23,0,11.66666667,9.354143467,34,0,12.53333333,14.54975045,30.56270424,2.503429699,416819.4783,1085664.01,3451542,3,6093403,761675.375,1408594.851,3083296,3,9586759,684768.5,1340553.857,3451542,3,296,488,0.938786137,1.564643562,0,34,11.72,12.60132268,158.7933333,0,1,0,12.20833333,105,29200,227,6,32,0.0,0,0,0.0,0,0,BruteForce
21,8575587,9,113,27,0,12.55555556,10.59612088,34,0,12.53333333,14.54975045,35.09963808,2.798642239,372851.6087,962608.5251,3020753,3,5769257,721157.125,1323543.762,3063116,3,8575459,612532.7857,1187450.311,3020753,3,296,488,1.04949084,1.749151399,0,34,12.04,12.93084168,167.2066667,0,1,0,12.54166667,113,29200,227,6,32,0.0,0,0,0.0,0,0,BruteForce
21,9040746,9,100,21,0,11.11111111,8.681077762,34,0,12.53333333,14.54975045,31.85577827,2.654648189,393075.913,1033794.829,3604778,3,5395807,674475.875,1248819.68,2822938,4,9040641,645760.0714,1277855.792,3604778,3,296,488,0.995493071,1.659155118,0,34,11.52,12.44360612,154.8433333,0,1,0,12.0,100,29200,227,6,32,0.0,0,0,0.0,0,0,BruteForce
21,8501595,9,105,23,0,11.66666667,9.354143467,34,0,12.53333333,14.54975045,34.46412114,2.822999684,369634.5652,961533.7635,3089764,3,5370243,671280.375,1241356.503,2723757,3,8501499,607249.9286,1187114.433,3089764,3,296,488,1.058624882,1.764374803,0,34,11.72,12.60132268,158.7933333,0,1,0,12.20833333,105,29200,227,6,32,0.0,0,0,0.0,0,0,BruteForce
21,9134076,9,104,24,0,11.55555556,9.248122933,34,0,12.53333333,14.54975045,31.96820346,2.627523572,397133.7391,1032563.941,3191569,3,5898593,737324.125,1365244.033,3074755,3,9133958,652425.5714,1274739.984,3191569,3,296,488,0.98532134,1.642202233,0,34,11.68,12.57550529,158.1433333,0,1,0,12.16666667,104,29200,227,6,32,0.0,0,0,0.0,0,0,BruteForce
21,9182744,9,99,21,0,11.0,8.631338251,34,0,12.53333333,14.54975045,31.25427432,2.613597853,399249.7391,1039115.249,3316711,3,5824283,728035.375,1345797.805,2947681,3,9182617,655901.2143,1282971.179,3316711,3,296,488,0.980099195,1.633498658,0,34,11.48,12.43355675,154.5933333,0,1,0,11.95833333,99,29200,227,6,32,0.0,0,0,0.0,0,0,BruteForce
21,9220370,9,96,20,0,10.66666667,8.291561976,34,0,12.53333333,14.54975045,30.80136697,2.60293242,400885.6522,1044448.884,3380612,4,6246539,780817.375,1452813.267,3423520,4,9220297,658592.6429,1289702.285,3380612,4,296,488,0.976099658,1.626832763,0,34,11.36,12.36217349,152.8233333,0,1,0,11.83333333,96,29200,227,6,32,0.0,0,0,0.0,0,0,BruteForce
22,10555108,21,2008,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,450.3033034,5.021265533,202982.8462,545285.2389,1951451,4,8619974,430998.7,759258.7138,2000876,423,10600000,340486.8387,676150.0008,1951451,4,680,1032,1.989558041,3.031707492,0,976,88.01851852,189.5902723,35944.47135,0,1,0,89.67924528,2008,29200,247,16,32,0.0,0,0,0.0,0,0,BruteForce
22,144,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,13888.88889,144.0,0.0,144,144,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,6944.444444,6944.444444,0,0,0.0,0.0,0.0,0,0,1,0.0,0,259,247,0,32,0.0,0,0,0.0,0,0,BruteForce
21,9440516,9,104,24,0,11.55555556,9.368979548,34,0,12.53333333,14.54975045,30.9305127,2.54223392,410457.2174,1067981.966,3290530,3,6107376,763422.0,1413380.949,3178818,3,9440391,674313.6429,1318570.64,3290530,3,296,488,0.95333772,1.5888962,0,34,11.68,12.60528989,158.8933333,0,1,0,12.16666667,104,29200,227,6,32,0.0,0,0,0.0,0,0,BruteForce
22,13480405,21,2008,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,352.5858459,3.931632618,259238.5577,701446.4798,2592232,3,11300000,563808.95,995047.3189,2666369,550,13500000,434848.7097,870418.0096,2592232,3,680,1032,1.557816698,2.37381592,0,976,88.01851852,189.5902723,35944.47135,0,1,0,89.67924528,2008,29200,247,16,32,0.0,0,0,0.0,0,0,BruteForce
21,8990188,9,100,22,0,11.11111111,8.724168219,34,0,12.53333333,14.54975045,32.03492519,2.669577099,390877.7391,1015083.35,3061364,3,6136603,767075.375,1417364.912,3102682,231,8990064,642147.4286,1252994.259,3061364,3,296,488,1.001091412,1.668485687,0,34,11.52,12.45364739,155.0933333,0,1,0,12.0,100,29200,227,6,32,0.0,0,0,0.0,0,0,BruteForce
21,274,2,14,14,0,7.0,9.899494937,0,0,0.0,0.0,51094.89051,10948.90511,137.0,147.0782105,241,33,274,274.0,0.0,274,274,0,0.0,0.0,0,0,64,20,7299.270073,3649.635036,0,14,7.0,8.082903769,65.33333333,0,0,1,9.333333333,14,229,0,0,32,0.0,0,0,0.0,0,0,BruteForce
22,11640118,21,2024,640,0,96.38095238,140.1821944,976,0,85.78125,220.240592,409.7037504,4.553218447,223848.4231,599783.1584,2079297,3,9716410,485820.5,852246.8046,2133206,422,11600000,375483.3226,743514.3556,2079297,3,680,1032,1.804105422,2.749113024,0,976,88.31481481,189.6409541,35963.69147,0,1,0,89.98113208,2024,29200,257,16,32,0.0,0,0,0.0,0,0,BruteForce
21,8996458,9,107,26,0,11.88888889,9.778093429,34,0,12.53333333,14.54975045,32.79068273,2.667716561,391150.3478,1012783.822,3164677,1,6037727,754715.875,1391382.5,3207198,1,8996344,642596.0,1249744.85,3164677,3,296,488,1.000393711,1.667322851,0,34,11.8,12.70826503,161.5,0,1,0,12.29166667,107,29200,227,6,32,0.0,0,0,0.0,0,0,BruteForce
21,8587446,9,109,26,0,12.11111111,9.980536614,34,0,12.53333333,14.54975045,34.58537032,2.794777399,373367.2174,970423.0619,3072109,3,5474984,684373.0,1265606.424,2762501,3,8587358,613382.7143,1197977.32,3072109,3,296,488,1.048041525,1.746735875,0,34,11.88,12.76166133,162.86,0,1,0,12.375,109,29200,227,6,32,0.0,0,0,0.0,0,0,BruteForce
21,218,2,14,14,0,7.0,9.899494937,0,0,0.0,0.0,64220.18349,13761.46789,109.0,73.53910524,161,57,218,218.0,0.0,218,218,0,0.0,0.0,0,0,64,20,9174.311927,4587.155963,0,14,7.0,8.082903769,65.33333333,0,0,1,9.333333333,14,229,0,0,32,0.0,0,0,0.0,0,0,BruteForce
21,9154172,9,109,25,0,12.11111111,9.854496999,34,0,12.53333333,14.54975045,32.44422325,2.621755414,398007.4783,1034029.689,3253804,3,6361604,795200.5,1467518.52,3298007,4,9154059,653861.3571,1276440.968,3253804,3,296,488,0.98315828,1.638597134,0,34,11.88,12.72896958,162.0266667,0,1,0,12.375,109,29200,227,6,32,0.0,0,0,0.0,0,0,BruteForce
21,9265710,9,113,26,0,12.55555556,10.35749863,34,0,12.53333333,14.54975045,32.48536809,2.590195463,402856.9565,1046934.915,3207596,1,6389046,798630.75,1477128.597,3250365,1,9265568,661826.2857,1292414.069,3207596,3,296,488,0.971323298,1.618872164,0,34,12.04,12.86623488,165.54,0,1,0,12.54166667,113,29200,227,6,32,0.0,0,0,0.0,0,0,BruteForce
21,8955962,9,106,24,0,11.77777778,9.457507306,34,0,12.53333333,14.54975045,32.82729426,2.679779124,389389.6522,1021493.889,3413929,3,5501962,687745.25,1281289.289,3049237,4,8955856,639704.0,1262303.395,3413929,3,296,488,1.004917171,1.674861952,0,34,11.76,12.62695529,159.44,0,1,0,12.25,106,29200,227,6,32,0.0,0,0,0.0,0,0,BruteForce
21,531,2,14,14,0,7.0,9.899494937,0,0,0.0,0.0,26365.3484,5649.717514,265.5,287.7924599,469,62,531,531.0,0.0,531,531,0,0.0,0.0,0,0,64,20,3766.478343,1883.239171,0,14,7.0,8.082903769,65.33333333,0,0,1,9.333333333,14,229,0,0,32,0.0,0,0,0.0,0,0,BruteForce
22,16029623,27,2824,640,0,104.5925926,140.1700229,976,0,116.8684211,268.043378,453.2233852,4.054992435,250462.8594,720388.9604,3911514,1,14000000,538764.0,1034537.356,3952858,1,16000000,433228.5405,909311.4068,3911608,2,896,1260,1.684381473,2.370610962,0,976,110.0757576,221.320117,48982.59417,0,1,0,111.7692308,2824,29200,247,19,32,0.0,0,0,0.0,0,0,BruteForce
21,246,2,14,14,0,7.0,9.899494937,0,0,0.0,0.0,56910.56911,12195.12195,123.0,53.74011537,161,85,246,246.0,0.0,246,246,0,0.0,0.0,0,0,64,20,8130.081301,4065.04065,0,14,7.0,8.082903769,65.33333333,0,0,1,9.333333333,14,229,0,0,32,0.0,0,0,0.0,0,0,BruteForce
21,8533133,9,100,23,0,11.11111111,8.823894328,34,0,12.53333333,14.54975045,33.75079235,2.812566029,371005.7826,960652.7181,3012765,3,5731634,716454.25,1322845.586,3058420,232,8533048,609503.4286,1185420.183,3012765,3,296,488,1.054712261,1.757853768,0,34,11.52,12.47704559,155.6766667,0,1,0,12.0,100,29200,227,6,32,0.0,0,0,0.0,0,0,BruteForce
22,13598570,21,2008,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,349.5220453,3.897468631,261510.9615,713813.2449,2623893,3,11900000,594229.85,1054771.037,2703552,321,13600000,438660.0968,886562.2807,2623893,4,680,1032,1.544280024,2.353188607,0,976,88.01851852,189.5902723,35944.47135,0,1,0,89.67924528,2008,29200,247,16,32,0.0,0,0,0.0,0,0,BruteForce
21,8739205,9,98,19,0,10.88888889,8.417904199,34,0,12.53333333,14.54975045,32.72608893,2.746245225,379965.4348,992358.4414,3282283,3,5414814,676851.75,1253691.835,2906400,4,8739089,624220.6429,1225708.159,3282283,3,296,488,1.029841959,1.716403266,0,34,11.44,12.38641729,153.4233333,0,1,0,11.91666667,98,29200,227,6,32,0.0,0,0,0.0,0,0,BruteForce
21,336,2,14,14,0,7.0,9.899494937,0,0,0.0,0.0,41666.66667,8928.571429,168.0,115.9655121,250,86,336,336.0,0.0,336,336,0,0.0,0.0,0,0,64,20,5952.380952,2976.190476,0,14,7.0,8.082903769,65.33333333,0,0,1,9.333333333,14,229,0,0,32,0.0,0,0,0.0,0,0,BruteForce
21,243,2,14,14,0,7.0,9.899494937,0,0,0.0,0.0,57613.16872,12345.67901,121.5,57.27564928,162,81,243,243.0,0.0,243,243,0,0.0,0.0,0,0,64,20,8230.452675,4115.226337,0,14,7.0,8.082903769,65.33333333,0,0,1,9.333333333,14,229,0,0,32,0.0,0,0,0.0,0,0,BruteForce
21,8749510,9,111,23,0,12.33333333,10.03742995,34,0,12.53333333,14.54975045,34.17334228,2.743010751,380413.4783,990371.5716,3188699,3,5517125,689640.625,1276437.723,2883111,226,8749391,624956.5,1222828.08,3188699,3,296,488,1.028629032,1.71438172,0,34,11.96,12.77849756,163.29,0,1,0,12.45833333,111,29200,227,6,32,0.0,0,0,0.0,0,0,BruteForce
21,8545073,9,102,21,0,11.33333333,8.93028555,34,0,12.53333333,14.54975045,33.93768549,2.808636041,371524.913,969607.0897,3135069,1,5619980,702497.5,1313888.656,3178681,1,8544926,610351.8571,1197513.929,3135069,3,296,488,1.053238515,1.755397526,0,34,11.6,12.5,156.25,0,1,0,12.08333333,102,29200,227,6,32,0.0,0,0,0.0,0,0,BruteForce
21,239,2,14,14,0,7.0,9.899494937,0,0,0.0,0.0,58577.40586,12552.30126,119.5,84.14570696,179,60,239,239.0,0.0,239,239,0,0.0,0.0,0,0,64,20,8368.200837,4184.100418,0,14,7.0,8.082903769,65.33333333,0,0,1,9.333333333,14,229,0,0,32,0.0,0,0,0.0,0,0,BruteForce
21,253,2,14,14,0,7.0,9.899494937,0,0,0.0,0.0,55335.96838,11857.70751,126.5,45.96194078,159,94,253,253.0,0.0,253,253,0,0.0,0.0,0,0,64,20,7905.13834,3952.56917,0,14,7.0,8.082903769,65.33333333,0,0,1,9.333333333,14,229,0,0,32,0.0,0,0,0.0,0,0,BruteForce
22,11391270,21,2008,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,417.2493497,4.652685785,219062.8846,597526.3736,2500061,4,9649396,482469.8,867388.6633,2554276,404,11400000,367457.7419,742095.9392,2500061,4,680,1032,1.843517009,2.809168776,0,976,88.01851852,189.5902723,35944.47135,0,1,0,89.67924528,2008,29200,247,16,32,0.0,0,0,0.0,0,0,BruteForce
22,13459323,23,2008,640,0,87.30434783,136.3399611,976,0,85.78125,220.240592,353.1381185,4.086386812,249246.7222,687282.6341,2630222,3,11200000,510485.5909,954911.7993,2701647,457,13500000,434167.2581,866972.9431,2630222,3,744,1032,1.708852667,2.377534145,0,976,84.875,186.8396554,34909.05682,0,1,0,86.41818182,2008,29200,247,16,32,0.0,0,0,0.0,0,0,BruteForce
21,256,2,14,14,0,7.0,9.899494937,0,0,0.0,0.0,54687.5,11718.75,128.0,14.14213562,138,118,256,256.0,0.0,256,256,0,0.0,0.0,0,0,64,20,7812.5,3906.25,0,14,7.0,8.082903769,65.33333333,0,0,1,9.333333333,14,229,0,0,32,0.0,0,0,0.0,0,0,BruteForce
21,9010352,9,106,26,0,11.77777778,9.614803401,34,0,12.53333333,14.54975045,32.62913591,2.663602931,391754.4348,1026157.764,3336756,3,6555692,819461.5,1514958.877,3379991,3,9010250,643589.2857,1267860.166,3336756,3,296,488,0.998851099,1.664751832,0,34,11.76,12.66649123,160.44,0,1,0,12.25,106,29200,227,6,32,0.0,0,0,0.0,0,0,BruteForce
22,12374418,22,2008,640,0,91.27272727,138.1821372,976,0,83.18181818,217.2857356,384.0988724,4.444653478,229155.8889,618938.0319,2475373,48,10500000,500399.0476,889149.2703,2532411,247,12400000,386697.5937,769756.4835,2475373,48,712,1064,1.777861391,2.666792087,0,976,84.875,186.8396554,34909.05682,0,1,0,86.41818182,2008,29200,247,16,32,0.0,0,0,0.0,0,0,BruteForce
21,8744189,9,104,23,0,11.55555556,9.193898943,34,0,12.53333333,14.54975045,33.39360574,2.744679924,380182.1304,962756.4712,3148500,3,5553051,694131.375,1218470.72,2803755,236,8744123,624580.2143,1185011.341,3148500,3,296,488,1.029254972,1.715424953,0,34,11.68,12.56224502,157.81,0,1,0,12.16666667,104,29200,227,6,32,0.0,0,0,0.0,0,0,BruteForce
22,12889855,20,2008,640,0,100.4,141.9141327,976,0,83.18181818,217.2857356,368.7396018,4.111760761,247881.8269,666720.757,2236303,3,10800000,567492.4737,961346.6577,2301097,211,12900000,402806.4688,816701.4731,2236303,3,648,1064,1.551607834,2.560152926,0,976,88.01851852,189.5902723,35944.47135,0,1,0,89.67924528,2008,29200,247,16,32,0.0,0,0,0.0,0,0,BruteForce
21,245,2,14,14,0,7.0,9.899494937,0,0,0.0,0.0,57142.85714,12244.89796,122.5,13.43502884,132,113,245,245.0,0.0,245,245,0,0.0,0.0,0,0,64,20,8163.265306,4081.632653,0,14,7.0,8.082903769,65.33333333,0,0,1,9.333333333,14,229,0,0,32,0.0,0,0,0.0,0,0,BruteForce
22,960,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4166.666667,320.0,394.9278415,776,88,872,872.0,0.0,872,872,864,864.0,0.0,864,864,72,72,2083.333333,2083.333333,0,0,0.0,0.0,0.0,0,1,0,0.0,0,29200,227,0,32,0.0,0,0,0.0,0,0,BruteForce
22,11976540,22,2008,640,0,91.27272727,138.1821372,976,0,83.18181818,217.2857356,396.8591931,4.592311302,221787.7778,609090.9714,2412183,3,9947136,473673.1429,854946.8886,2459259,49,12000000,374263.9375,758799.7106,2412183,3,712,1064,1.836924521,2.755386781,0,976,84.875,186.8396554,34909.05682,0,1,0,86.41818182,2008,29200,247,16,32,0.0,0,0,0.0,0,0,BruteForce
21,8699907,9,110,25,0,12.22222222,9.984710534,34,0,12.53333333,14.54975045,34.25323972,2.758650179,378256.8261,974505.5026,3131492,20,5527202,690900.25,1255604.773,2761956,223,8699842,621417.2857,1201837.238,3131492,45,296,488,1.034493817,1.724156362,0,34,11.92,12.76362018,162.91,0,1,0,12.41666667,110,29200,227,6,32,0.0,0,0,0.0,0,0,BruteForce
21,250,2,14,14,0,7.0,9.899494937,0,0,0.0,0.0,56000.0,12000.0,125.0,12.72792206,134,116,250,250.0,0.0,250,250,0,0.0,0.0,0,0,64,20,8000.0,4000.0,0,14,7.0,8.082903769,65.33333333,0,0,1,9.333333333,14,229,0,0,32,0.0,0,0,0.0,0,0,BruteForce
22,12458316,19,2024,640,0,106.5263158,143.8530764,976,0,83.18181818,217.2857356,382.7965192,4.173918851,244280.7059,648189.1682,2208255,3,10600000,589148.7222,963556.2191,2270995,681,12500000,389318.125,787095.4574,2208255,3,616,1064,1.525085734,2.648833117,0,976,89.98113208,191.0562232,36502.48041,0,1,0,91.71153846,2024,29200,257,16,32,0.0,0,0,0.0,0,0,BruteForce
21,8661447,9,105,23,0,11.66666667,9.313968005,34,0,12.53333333,14.54975045,33.82806591,2.770899597,376584.6522,958227.4167,3016822,0,5864582,733072.75,1312372.918,3060110,213,8661380,618670.0,1180091.87,3016822,0,296,488,1.039087349,1.731812248,0,34,11.72,12.59139918,158.5433333,0,1,0,12.20833333,105,29200,227,6,32,0.0,0,0,0.0,0,0,BruteForce
21,9231237,9,102,22,0,11.33333333,8.94427191,34,0,12.53333333,14.54975045,31.41507471,2.599868252,401358.1304,1042767.723,3144280,3,6296388,787048.5,1455633.206,3186633,4,9231116,659365.4286,1287231.173,3144280,3,296,488,0.974950594,1.624917657,0,34,11.6,12.50333289,156.3333333,0,1,0,12.08333333,102,29200,227,6,32,0.0,0,0,0.0,0,0,BruteForce
22,12437229,21,2024,640,0,96.38095238,140.1821944,976,0,85.78125,220.240592,383.4455408,4.261399384,239177.4808,646949.6917,2220835,3,10400000,521460.85,920685.8318,2276103,492,12400000,401196.6129,802774.2268,2220835,3,680,1032,1.688479001,2.572920383,0,976,88.31481481,189.6409541,35963.69147,0,1,0,89.98113208,2024,29200,257,16,32,0.0,0,0,0.0,0,0,BruteForce
21,8737665,9,107,23,0,11.88888889,9.545214042,34,0,12.53333333,14.54975045,33.76188032,2.746729246,379898.4783,988934.1401,3164840,2,5841628,730203.5,1358487.201,3209198,3,8737574,624112.4286,1221038.312,3164840,2,296,488,1.030023467,1.716705779,0,34,11.8,12.64911064,160.0,0,1,0,12.29166667,107,29200,227,6,32,0.0,0,0,0.0,0,0,BruteForce
22,11579160,21,2008,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,410.4788258,4.577188673,222676.1538,615505.1123,2558865,3,8976301,448815.05,802663.6657,2365285,273,11600000,373517.129,765513.3729,2558865,3,680,1032,1.813603059,2.763585614,0,976,88.01851852,189.5902723,35944.47135,0,1,0,89.67924528,2008,29200,247,16,32,0.0,0,0,0.0,0,0,BruteForce
21,10019122,9,104,22,0,11.55555556,9.153020145,34,0,12.53333333,14.54975045,29.14427033,2.395419479,435614.0,1132732.19,3407470,3,6826819,853352.375,1577908.176,3449359,49,10000000,715643.1429,1398416.475,3407470,3,296,488,0.898282305,1.497137174,0,34,11.68,12.55229063,157.56,0,1,0,12.16666667,104,29200,227,6,32,0.0,0,0,0.0,0,0,BruteForce
21,9226288,9,104,22,0,11.55555556,9.153020145,34,0,12.53333333,14.54975045,31.64869772,2.601262826,401142.9565,1046123.086,3415956,3,6475194,809399.25,1501240.144,3459867,217,9226154,659011.0,1291906.603,3415956,3,296,488,0.97547356,1.625789266,0,34,11.68,12.55229063,157.56,0,1,0,12.16666667,104,29200,227,6,32,0.0,0,0,0.0,0,0,BruteForce
22,11181716,19,2008,640,0,105.6842105,143.7671932,976,0,88.5483871,223.315,425.068925,4.471585578,228198.2857,595209.9567,2131663,4,9766831,542601.7222,891298.2745,2182876,622,11200000,372719.3667,728537.9507,2131663,4,616,1000,1.69920252,2.772383058,0,976,93.19607843,193.9302988,37608.96078,0,1,0,95.06,2008,29200,247,16,32,0.0,0,0,0.0,0,0,BruteForce
